Stephen.Lupton, 9:46:59.73,Mon 07/09/2018 
bryan.barber, 9:49:44.96,Mon 07/09/2018 
doug.rogers, 9:50:02.11,Mon 07/09/2018 
bryan.barber, 9:50:14.48,Mon 07/09/2018 
doug.rogers, 9:51:08.16,Mon 07/09/2018 
doug.rogers, 9:51:37.65,Mon 07/09/2018 
bryan.barber, 9:53:28.70,Mon 07/09/2018 
bryan.barber, 9:53:33.86,Mon 07/09/2018 
doug.rogers, 9:54:52.77,Mon 07/09/2018 
bryan.barber,10:19:50.72,Mon 07/09/2018 
bryan.barber,10:33:04.09,Mon 07/09/2018 
bryan.barber,10:42:54.80,Mon 07/09/2018 
